,course_ID,course_name,semester,teacher,department,course_ID2
124,03046,英文一,112-1,蔡善妮,9000,FL1003
125,03046,英文一,112-1,蔡善妮,6000,FL1003
126,03001,英文(附一小時英聽)一,112-1,陶漢威,0000,FL1007
127,03002,英文(附一小時英聽)一,112-1,陶漢威,0000,FL1007
128,03003,英文(附一小時英聽)一,112-1,陳逸軒,0000,FL1007
129,03004,英文(附一小時英聽)一,112-1,陳逸軒,0000,FL1007
130,03012,英文(附一小時英聽)一,112-1,廖彥棻,2000,FL1007
131,03012,英文(附一小時英聽)一,112-1,廖彥棻,8000,FL1007
132,03013,英文(附一小時英聽)一,112-1,黃馨瑩,8000,FL1007
133,03013,英文(附一小時英聽)一,112-1,黃馨瑩,2000,FL1007
134,03014,英文(附一小時英聽)一,112-1,黃恆綜,2000,FL1007
135,03014,英文(附一小時英聽)一,112-1,黃恆綜,8000,FL1007
136,03025,英文(附一小時英聽)一,112-1,許以心,4000,FL1007
137,03026,英文(附一小時英聽)一,112-1,林祐瑜,4000,FL1007
138,03027,英文(附一小時英聽)一,112-1,黃允蔚,4000,FL1007
139,03028,英文(附一小時英聽)一,112-1,劉威辰,4000,FL1007
140,03029,英文(附一小時英聽)一,112-1,李立聖,4000,FL1007
141,03006,英文(附一小時英聽)一,112-1,周昱翔,1000,FL1007
142,03007,英文(附一小時英聽)一,112-1,翁家傑,1000,FL1007
143,03008,英文(附一小時英聽)一,112-1,廖彥棻,1000,FL1007
144,03009,英文(附一小時英聽)一,112-1,高瑟濡,1000,FL1007
145,03018,英文(附一小時英聽)一,112-1,許文僊,3000,FL1007
146,03019,英文(附一小時英聽)一,112-1,周昱翔,3000,FL1007
147,03020,英文(附一小時英聽)一,112-1,蔡自青,3000,FL1007
148,03043,英文(附一小時英聽)一,112-1,陶漢威,5070,FL1007
149,03043,英文(附一小時英聽)一,112-1,陶漢威,H040,FL1007
150,03021,英文(附一小時英聽)一,112-1,廖勇超,3000,FL1007
151,03047,英文(附一小時英聽)一,112-1,陶漢威,6000,FL1007
152,03048,英文(附一小時英聽)一,112-1,俞燕妮,6000,FL1007
153,03049,英文(附一小時英聽)一,112-1,簡瑞碧,9000,FL1007
154,03049,英文(附一小時英聽)一,112-1,簡瑞碧,6000,FL1007
155,03055,英文(附一小時英聽)一,112-1,王珊珊,B000,FL1007
156,03055,英文(附一小時英聽)一,112-1,王珊珊,7000,FL1007
157,03056,英文(附一小時英聽)一,112-1,陶漢威,7000,FL1007
158,03056,英文(附一小時英聽)一,112-1,陶漢威,B000,FL1007
159,03057,英文(附一小時英聽)一,112-1,陳逸軒,B000,FL1007
160,03057,英文(附一小時英聽)一,112-1,陳逸軒,7000,FL1007
161,03035,英文(附一小時英聽)一,112-1,俞燕妮,5000,FL1007
162,03035,英文(附一小時英聽)一,112-1,俞燕妮,9000,FL1007
163,03035,英文(附一小時英聽)一,112-1,俞燕妮,A000,FL1007
164,03036,英文(附一小時英聽)一,112-1,陳逸軒,A000,FL1007
165,03036,英文(附一小時英聽)一,112-1,陳逸軒,9000,FL1007
166,03036,英文(附一小時英聽)一,112-1,陳逸軒,5000,FL1007
167,03037,英文(附一小時英聽)一,112-1,簡瑞碧,5000,FL1007
168,03037,英文(附一小時英聽)一,112-1,簡瑞碧,9000,FL1007
169,03037,英文(附一小時英聽)一,112-1,簡瑞碧,A000,FL1007
170,03038,英文(附一小時英聽)一,112-1,高維泓,A000,FL1007
171,03038,英文(附一小時英聽)一,112-1,高維泓,9000,FL1007
172,03038,英文(附一小時英聽)一,112-1,高維泓,5000,FL1007
173,03039,英文(附一小時英聽)一,112-1,許文僊,5000,FL1007
174,03039,英文(附一小時英聽)一,112-1,許文僊,9000,FL1007
175,03039,英文(附一小時英聽)一,112-1,許文僊,A000,FL1007
176,03015,英文(附一小時英聽)一,112-1,沈曉茵,8000,FL1007
177,03015,英文(附一小時英聽)一,112-1,沈曉茵,2000,FL1007
178,03010,英文(附一小時英聽)一,112-1,黃子岳,1000,FL1007
179,03022,英文(附一小時英聽)一,112-1,黃允蔚,3000,FL1007
180,03058,英文(附一小時英聽)一,112-1,黃子岳,7000,FL1007
181,03058,英文(附一小時英聽)一,112-1,黃子岳,B000,FL1007
182,03059,英文(附一小時英聽)一,112-1,陳瑋婕,B000,FL1007
183,03059,英文(附一小時英聽)一,112-1,陳瑋婕,7000,FL1007
184,03040,英文(附一小時英聽)一,112-1,陳瑋婕,A000,FL1007
185,03040,英文(附一小時英聽)一,112-1,陳瑋婕,9000,FL1007
186,03040,英文(附一小時英聽)一,112-1,陳瑋婕,5000,FL1007
187,95007,英文(附一小時英聽)一,112-1,周昱翔,6000,FL1007
188,95007,英文(附一小時英聽)一,112-1,周昱翔,9000,FL1007
189,03016,英文(附二小時英聽)一,112-1,楊乃冬,2000,FL1009
190,03016,英文(附二小時英聽)一,112-1,楊乃冬,8000,FL1009
191,03017,英文(附二小時英聽)一,112-1,張嘉倩,8000,FL1009
192,03017,英文(附二小時英聽)一,112-1,張嘉倩,2000,FL1009
193,03050,英文(附二小時英聽)一,112-1,黃宗慧,6000,FL1009
194,03050,英文(附二小時英聽)一,112-1,黃宗慧,9000,FL1009
195,03060,英文(附二小時英聽)一,112-1,楊乃冬,7000,FL1009
196,03060,英文(附二小時英聽)一,112-1,楊乃冬,B000,FL1009
197,03041,英文(附二小時英聽)一,112-1,胥嘉陵,5000,FL1009
198,03041,英文(附二小時英聽)一,112-1,胥嘉陵,9000,FL1009
199,03041,英文(附二小時英聽)一,112-1,胥嘉陵,A000,FL1009
200,23642,印尼文一上,112-1,王麗蘭,0000,AdvEng3102
201,56824,印尼文二上,112-1,王麗蘭,0000,AdvEng3103
202,17894,韓文一上,112-1,李相美,0000,AdvEng3104
203,27871,韓文一上,112-1,李相美,0000,AdvEng3104
204,78991,韓文一上,112-1,李相美,0000,AdvEng3104
205,59601,韓文一上,112-1,李相美,0000,AdvEng3104
206,20026,韓文一上,112-1,李承珍,0000,AdvEng3104
207,63953,韓文一上,112-1,李承珍,0000,AdvEng3104
208,59638,韓文一上,112-1,李承珍,0000,AdvEng3104
209,20279,韓文一上,112-1,李承珍,0000,AdvEng3104
210,20116,韓文二上,112-1,李相美,0000,AdvEng3105
211,69151,韓文二上,112-1,李承珍,0000,AdvEng3105
212,61677,韓文二上,112-1,崔世勳,0000,AdvEng3105
213,29137,韓文三上,112-1,李相美,0000,AdvEng3112
214,63610,馬來文一上,112-1,王麗蘭,0000,AdvEng3106
215,73224,泰文一上,112-1,張君松,0000,AdvEng3107
216,12613,泰文一上,112-1,張君松,0000,AdvEng3107
217,81368,泰文一上,112-1,張君松,0000,AdvEng3107
218,62013,泰文二上,112-1,張君松,0000,AdvEng3108
219,16627,泰文三上,112-1,張君松,0000,AdvEng3109
220,16200,越南文一上,112-1,阮蓮香,0000,AdvEng3110
221,71234,越南文一上,112-1,阮蓮香,0000,AdvEng3110
222,59174,越南文二上,112-1,阮蓮香,0000,AdvEng3111
223,95019,越南文二上,112-1,阮蓮香,0000,AdvEng3111
224,52040,法文一上,112-1,達力安,0000,FL2013
225,52040,法文一上,112-1,達力安,P270,FL2013
226,30303,法文一上,112-1,達力安,0000,FL2013
227,60578,法文一上,112-1,陳維玲,0000,FL2013
228,36190,法文一上,112-1,陳維玲,0000,FL2013
229,49610,法文一上,112-1,林湘漪,1020,FL2013
230,74088,法文一上,112-1,陳素麗,0000,FL2013
231,18740,法文一上,112-1,陳素麗,0000,FL2013
232,25556,法文一上,112-1,陳維玲,0000,FL2013
233,70902,法文一上,112-1,葉麗儀,3020,FL2013
234,70902,法文一上,112-1,葉麗儀,1020,FL2013
235,79846,法文一上,112-1,達力安,0000,FL2013
236,79358,德文一上,112-1,蔡嘉穎,P270,FL2015
237,79358,德文一上,112-1,蔡嘉穎,0000,FL2015
238,58134,德文一上,112-1,蔡嘉穎,0000,FL2015
239,55696,德文一上,112-1,拉貝明契,3020,FL2015
240,55696,德文一上,112-1,拉貝明契,0000,FL2015
241,14162,德文一上,112-1,林倩君,1020,FL2015
242,74015,德文一上,112-1,李秀蓮,1020,FL2015
243,46625,德文一上,112-1,李秀蓮,0000,FL2015
244,35679,德文一上,112-1,拉貝明契,0000,FL2015
245,34938,西班牙文一上,112-1,柯孟德,P270,FL2017
246,34938,西班牙文一上,112-1,柯孟德,0000,FL2017
247,65242,西班牙文一上,112-1,鄭燕玲,0000,FL2017
248,34514,西班牙文一上,112-1,安志偉,0000,FL2017
249,27547,西班牙文一上,112-1,劉姿妤,0000,FL2017
250,80120,西班牙文一上,112-1,鄭燕玲,3020,FL2017
251,80120,西班牙文一上,112-1,鄭燕玲,0000,FL2017
252,21762,西班牙文一上,112-1,安志偉,0000,FL2017
253,32787,西班牙文一上,112-1,柯孟德,1020,FL2017
254,69928,西班牙文一上,112-1,馬德睿,1020,FL2017
255,84680,俄文一上,112-1,李麗薩,0000,FL2019
256,84680,俄文一上,112-1,李麗薩,1020,FL2019
257,84680,俄文一上,112-1,李麗薩,P270,FL2019
258,20752,阿拉伯文一上,112-1,初雅士,1020,FL2125
259,38409,義大利文一上,112-1,歐陽永樂,0000,FL2025
260,38409,義大利文一上,112-1,歐陽永樂,P270,FL2025
261,38409,義大利文一上,112-1,歐陽永樂,1020,FL2025
262,32078,葡萄牙文一上,112-1,林祖誠,P270,FL2027
263,32078,葡萄牙文一上,112-1,林祖誠,1020,FL2027
264,16104,荷蘭文一上,112-1,敖馨郁,P270,FL2029
265,16104,荷蘭文一上,112-1,敖馨郁,1020,FL2029
266,57245,土耳其文一上,112-1,初雅士,1020,FL2031
267,36554,法文二上,112-1,歐德尼,0000,FL3011
268,36554,法文二上,112-1,歐德尼,P270,FL3011
269,50436,法文二上,112-1,林湘漪,1020,FL3011
270,51915,法文二上,112-1,達力安,1020,FL3011
271,72430,法文二上,112-1,葉麗儀,3020,FL3011
272,72430,法文二上,112-1,葉麗儀,0000,FL3011
273,72359,法文二上,112-1,達力安,0000,FL3011
274,65869,德文二上,112-1,吳沃剛,0000,FL3013
275,54490,德文二上,112-1,簡  潔,1020,FL3013
276,77928,德文二上,112-1,漢駿緯,1020,FL3013
277,24253,德文二上,112-1,漢駿緯,0000,FL3013
278,85873,德文二上,112-1,林倩君,0000,FL3013
279,85873,德文二上,112-1,林倩君,3020,FL3013
280,56648,西班牙文二上,112-1,劉姿妤,P270,FL3015
281,56648,西班牙文二上,112-1,劉姿妤,0000,FL3015
282,73597,西班牙文二上,112-1,鮑曉鷗,1020,FL3015
283,66177,西班牙文二上,112-1,張雯媛,1020,FL3015
284,56010,西班牙文二上,112-1,丹  倪,3020,FL3015
285,56010,西班牙文二上,112-1,丹  倪,0000,FL3015
286,17321,西班牙文二上,112-1,安志偉,0000,FL3015
287,52902,俄文二上,112-1,李麗薩,1020,FL3017
288,52902,俄文二上,112-1,李麗薩,P270,FL3017
289,68034,義大利文二上,112-1,托瑪索,1020,FL3023
290,68034,義大利文二上,112-1,托瑪索,P270,FL3023
291,78083,葡萄牙文二上,112-1,林祖誠,P270,FL3025
292,78083,葡萄牙文二上,112-1,林祖誠,1020,FL3025
293,45098,日文一上,112-1,賴建樺,0000,JpnL2017
294,71540,日文一上,112-1,劉伊涵,0000,JpnL2017
295,26732,日文一上,112-1,彭誼芝,0000,JpnL2017
296,27304,日文一上,112-1,吳勤文,0000,JpnL2017
297,37802,日文一上,112-1,林姿妙,1020,JpnL2017
298,73087,日文一上,112-1,王憶雲,0000,JpnL2017
299,80404,日文一上,112-1,王憶雲,0000,JpnL2017
300,58970,日文一上,112-1,守時愛里,0000,JpnL2017
301,82843,日文一上,112-1,劉伊涵,0000,JpnL2017
302,16962,日文一上,112-1,曾寶儀,0000,JpnL2017
303,85681,日文一上,112-1,彭誼芝,0000,JpnL2017
304,72252,日文一上,112-1,曾寶儀,0000,JpnL2017
305,20776,日文一上,112-1,劉沅華,0000,JpnL2017
306,21982,日文一上,112-1,李欣倫,0000,JpnL2017
307,50175,日文一上,112-1,守時愛里,0000,JpnL2017
308,54695,日文一上,112-1,林姿妙,0000,JpnL2017
309,16913,日文一上,112-1,田世民,0000,JpnL2017
310,89504,日文一上,112-1,劉沅華,0000,JpnL2017
311,15659,日文一上,112-1,池田晶子,0000,JpnL2017
312,71027,日文一上,112-1,張鈞竹,0000,JpnL2017
313,23584,日文一上,112-1,黃意婷,0000,JpnL2017
314,58914,日文一上,112-1,許惠晴,0000,JpnL2017
315,17789,日文一上,112-1,池田晶子,0000,JpnL2017
316,30478,日文一上,112-1,洪淑娟,0000,JpnL2017
317,10202,日文一上,112-1,劉沅華,0000,JpnL2017
318,60211,日文一上,112-1,彭誼芝,0000,JpnL2017
319,76953,日文一上,112-1,黃佳鈴,0000,JpnL2017
320,45034,日文一上,112-1,江佩璇,0000,JpnL2017
321,32337,日文一上,112-1,陳昭心,0000,JpnL2017
322,19609,日文一上,112-1,江佩璇,0000,JpnL2017
323,10247,日文一上,112-1,劉沅華,0000,JpnL2017
324,59746,日文一上,112-1,李欣倫,0000,JpnL2017
325,77971,日文一上,112-1,賴建樺,0000,JpnL2017
326,19766,日文一上,112-1,劉沅華,0000,JpnL2017
327,54701,日文一上,112-1,賴建樺,0000,JpnL2017
328,45537,日文一上,112-1,田世民,0000,JpnL2017
329,31782,日文一上,112-1,賴建樺,0000,JpnL2017
330,41864,日文一上,112-1,張鈞竹,0000,JpnL2017
331,59332,日文一上,112-1,許惠晴,0000,JpnL2017
332,36332,日文一上,112-1,池田晶子,0000,JpnL2017
333,55465,日文一上,112-1,洪淑娟,0000,JpnL2017
334,65907,日文一上,112-1,林姿妙,0000,JpnL2017
335,51635,日文二上,112-1,曾寶儀,0000,JpnL3047
336,85228,日文二上,112-1,劉沅華,0000,JpnL3047
337,78613,日文二上,112-1,李欣倫,0000,JpnL3047
338,25410,日文二上,112-1,曾寶儀,0000,JpnL3047
339,32731,日文二上,112-1,石川隆男,0000,JpnL3047
340,31492,日文二上,112-1,吳勤文,0000,JpnL3047
341,22886,日文二上,112-1,石川隆男,0000,JpnL3047
342,50718,日文二上,112-1,李欣倫,0000,JpnL3047
343,22197,日文二上,112-1,池田晶子,0000,JpnL3047
344,75092,日文二上,112-1,黃佳鈴,0000,JpnL3047
345,43004,日文二上,112-1,林姿妙,0000,JpnL3047
346,67416,日文二上,112-1,劉伊涵,0000,JpnL3047
347,36027,日文二上,112-1,劉伊涵,0000,JpnL3047
348,71727,日文二上,112-1,洪淑娟,0000,JpnL3047
349,80947,衛生保健,112-1,程劭儀,4000,MD&PH5001
350,80947,衛生保健,112-1,程劭儀,4200,MD&PH5001
351,80947,衛生保健,112-1,程劭儀,F030,MD&PH5001
352,10650,一般醫學保健,112-1,陳慧玲,4200,MD&PH5011
353,36032,民眾基本救護,112-1,陳石池,0000,MD&PH5021
354,36032,民眾基本救護,112-1,陳石池,4200,MD&PH5021
355,64241,計算機概論,112-1,傅楸善,9020,CSIE1920
356,32350,新生專題,112-1,曹順成,H020,GenEdu1000
357,10800,新生專題,112-1,孫維新,H020,GenEdu1000
358,30799,新生專題,112-1,石美倫,H020,GenEdu1000
359,46539,新生專題,112-1,李宥霆,H020,GenEdu1000
360,89720,新生專題,112-1,鄭秋萍,H020,GenEdu1000
361,39872,新生專題,112-1,陳敏慧,H020,GenEdu1000
362,55906,新生專題,112-1,丁照棣,H020,GenEdu1000
363,77904,新生專題,112-1,張皓媛,H020,GenEdu1000
364,62531,新生專題,112-1,陳琪芳,H020,GenEdu1000
365,84752,新生專題,112-1,賴亮全,H020,GenEdu1000
366,33053,新生專題,112-1,陽毅平,H020,GenEdu1000
367,96001,音樂鑑賞,112-1,李娓娓,K010,TA10310169
368,96002,音樂鑑賞,112-1,陳惠齡,K010,TA10310169
369,96010,東南亞文化與歷史概略,112-1,廖弘民,K010,TA10810002
370,98019,創意與經典閱讀,112-1,張瀛太,K020,TB10810010
371,98020,創意與經典閱讀,112-1,張瀛太,K020,TB10810010
372,98260,國際文化交流實務,112-1,王瑩,K020,TB11110025
373,26144,服務學習乙社會服務,112-1,雷庚玲,0050,StuAct1025
374,51967,服務學習乙社會服務,112-1,陳翠蓮,0050,StuAct1025
375,40333,服務學習乙社會服務,112-1,陳和麟,0050,StuAct1025
376,36172,服務學習乙社會服務,112-1,簡妤儒,0050,StuAct1025
377,58558,服務學習乙社會服務,112-1,陳怡伃,0050,StuAct1025
378,13390,服務學習乙社會服務,112-1,呂  立,0050,StuAct1025
379,26089,服務學習乙社會服務,112-1,黃凱苹,0050,StuAct1025
380,50475,服務學習乙社會服務,112-1,李建模,0050,StuAct1025
381,27144,服務學習乙藝文服務,112-1,賴勇成,0050,StuAct1039
382,46282,服務學習乙各級學校育樂營,112-1,王衍智,0050,StuAct1027
383,25388,服務學習乙各級學校育樂營,112-1,黃心豪,0050,StuAct1027
384,45476,服務學習乙各級學校育樂營,112-1,周崇熙,0050,StuAct1027
385,42391,服務學習乙課業輔導,112-1,翁儷禎,0050,StuAct1031
386,29762,服務學習乙課業輔導,112-1,王俊能,0050,StuAct1031
387,54859,服務學習乙課業輔導,112-1,王梅霞,0050,StuAct1031
388,52730,服務學習乙課業輔導,112-1,趙曉芳,0050,StuAct1031
389,62240,服務學習乙課業輔導,112-1,朱士維,0050,StuAct1031
390,12039,服務學習乙保育服務,112-1,簡妤儒,0050,StuAct1033
391,48903,服務學習乙宿舍服務,112-1,蔡沛學,0050,StuAct1035
392,16494,服務學習甲校內服務,112-1,姜至剛,0050,StuAct1036
393,10018,服務學習甲校內服務,112-1,吳俊輝,0050,StuAct1036
394,83856,服務學習乙校內服務,112-1,謝煜偉,0050,StuAct1037
395,77966,服務學習乙校內服務,112-1,劉雅詩,0050,StuAct1037
396,22511,服務學習乙校內服務,112-1,王大銘,0050,StuAct1037
397,31699,服務學習乙校內服務,112-1,王大銘,0050,StuAct1037
398,03005,英文一,112-1,鄺慧琪,1000,FL1003
399,03006,英文(附一小時英聽)一,112-1,周昱翔,1000,FL1007
400,03007,英文(附一小時英聽)一,112-1,翁家傑,1000,FL1007
401,03008,英文(附一小時英聽)一,112-1,廖彥棻,1000,FL1007
402,03009,英文(附一小時英聽)一,112-1,高瑟濡,1000,FL1007
403,03010,英文(附一小時英聽)一,112-1,黃子岳,1000,FL1007
404,02001,日文上,112-1,孫愛維,1000,JpnL1001
405,57950,服務學習甲,112-1,侯潔之,1010,CHIN0004
406,76227,服務學習甲,112-1,狄君宏,1010,CHIN0004
407,67903,服務學習乙,112-1,伍振勳,1010,CHIN0005
408,82043,服務學習乙,112-1,葉叡宸,1010,CHIN0005
